NRO,EMPRESA,TIPO_DOCUMENTO_TITULAR,NRO_DOCUMENTO_TITULAR,FECHA_NACIMIENTO_TITULAR,NOMBRE_TITULAR,PATERNO_TITULAR,MATERNO_TITULAR,NACIONALIDAD_TITULAR,SEXO_TITULAR,NRO_SEGURO_TITULAR,NRO_CELULAR_TITULAR,TITULAR_ES_BENEFICIARIA,TIPO_DOCUMENTO_BENEFICIARIA,NRO_DOCUMENTO_BENEFICIARIA,FECHA_NACIMIENTO_BENEFICIARIA,NOMBRE_BENEFICIARIA,PATERNO_BENEFICIARIA,MATERNO_BENEFICIARIA,NACIONALIDAD_BENEFICIARIA,SEXO_BENEFICIARIA,NRO_SEGURO_BENEFICIARIA,NRO_CELULAR_BENEFICIARIA,TIPO_SUBSIDIO,MONTO,CANTIDAD,TOTAL,NRO_ASIGNACION,DISTRITO,FECHA_INICIO,FECHA_FIN
573,MAGISTERIO,CI,7961423,29/07/1963,KAREN,ALVAREZ,DELGADILLO,BOLIVIA,F,355354,71540271,SI,,,,,,,,,,,3,2000,490,6000,1,PANDO ,05/01/2018,12/01/2018
574,MAGISTERIO,CI,4522757,06/09/1999,MARIA,ALVAREZ,FLORES,BOLIVIA,F,355355,71540272,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
575,MAGISTERIO,CI,3575922,20/05/1977,VARINIA,AMELLER,BADANI,BOLIVIA,M,355356,71540273,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
576,MAGISTERIO,CI,5273586,28/07/2012,LEISSY,ANDRADE,SANDY,BOLIVIA,M,355357,71540274,SI,,,,,,,,,,,1,2000,493,2000,1,LA PAZ,05/01/2018,12/01/2018
577,MAGISTERIO,CI,5318304,21/04/1963,ORLANDO,ANGULO,BAUTISTA,BOLIVIA,F,355358,71540275,SI,,,,,,,,,,,3,2000,494,6000,1,CBBA,05/01/2018,12/01/2018
578,MAGISTERIO,CI,4405689,29/11/1974,WILKER,ANGULO,BILBAO,BOLIVIA,M,355359,71540276,SI,,,,,,,,,,,1,2000,495,2000,1,SANTA CRUZ,05/01/2018,12/01/2018
579,MAGISTERIO,CI,7915704,10/02/1982,ELAIS,ANGULO,CHOQUE,BOLIVIA,F,355360,71540277,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
580,MAGISTERIO,CI,5300147,25/03/1979,HELEN,ANGULO,ESCALERA,BOLIVIA,F,355361,71540278,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
581,MAGISTERIO,CI,9357608,27/04/1976,BRENDA,ANGULO,GONZALES,BOLIVIA,M,355362,71540279,SI,,,,,,,,,,,3,2000,498,6000,1,SUCRE,05/01/2018,12/01/2018
582,MAGISTERIO,CI,5269091,02/10/1962,ADRIANA,ANGULO,NOGALES,BOLIVIA,F,355363,71540280,SI,,,,,,,,,,,1,2000,499,2000,1,LA PAZ,05/01/2018,12/01/2018
583,MAGISTERIO,CI,5219280,10/11/2001,WILSON,ANTEQUERA,MELGAR,BOLIVIA,M,355364,71540281,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
584,MAGISTERIO,CI,6434229,29/01/2005,ALDO,ANTEZANA,MORALES,BOLIVIA,F,355365,71540282,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
585,MAGISTERIO,CI,5185367,24/11/1997,KRIS,ANTEZANA,ROJAS,BOLIVIA,F,355366,71540283,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
586,MAGISTERIO,CI,5686080,03/05/1999,VIVIAN,ANZE,FLORES,BOLIVIA,M,355367,71540284,SI,,,,,,,,,,,1,2000,1,2000,1,CBBA,05/01/2018,12/01/2018
587,MAGISTERIO,CI,5066959,01/06/1994,LEYDI,APAZA,CRUZ,BOLIVIA,F,355368,71540285,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
588,MAGISTERIO,CI,6508378,07/03/1968,ANGELICA,APAZA,VIGABRIEL,BOLIVIA,F,355369,71540286,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
589,MAGISTERIO,CI,3727603,21/07/1977,KRISTEL,APONTE,SORIA,BOLIVIA,F,355370,71540287,SI,,,,,,,,,,,3,2000,464,6000,1,LA PAZ,05/01/2018,12/01/2018
590,MAGISTERIO,CI,5112442,24/01/2000,PAOLA,AQUINO,VELARDE,BOLIVIA,F,355371,71540288,SI,,,,,,,,,,,1,2000,465,2000,1,LA PAZ,05/01/2018,12/01/2018
591,MAGISTERIO,CI,5904971,26/04/2001,GIOVANNI,ARAMAYO,JIMENEZ,BOLIVIA,M,355372,71540289,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
592,MAGISTERIO,CI,5909968,21/07/1996,JULIO,ARAMAYO,LIMACHI,BOLIVIA,M,355373,71540290,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
593,MAGISTERIO,CI,4585611,22/12/1980,ALEX,ARAMAYO,TORRICO,BOLIVIA,F,355374,71540291,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
594,MAGISTERIO,CI,8054255,06/08/1982,VERONICA,ARANDIA,ENCINAS,BOLIVIA,F,355375,71540292,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
595,MAGISTERIO,CI,4539948,10/02/1971,SILVIA,ARAUCO,ESCALERA,BOLIVIA,F,355376,71540293,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
596,MAGISTERIO,CI,5277500,12/06/1968,EVER,ARCE,MALDONADO,BOLIVIA,M,355377,71540294,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
597,MAGISTERIO,CI,4583110,31/01/1957,JOSE,ARCE,SANCHEZ,BOLIVIA,M,355378,71540295,SI,,,,,,,,,,,3,2000,472,6000,1,LA PAZ,05/01/2018,12/01/2018
598,MAGISTERIO,CI,5920894,08/06/2005,JIMENA,ARCE,ZAMBRANA,BOLIVIA,M,355379,71540296,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
599,MAGISTERIO,CI,4811815,16/04/1979,MICAELA,ARELLANO,MENESES,BOLIVIA,F,355380,71540297,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
600,MAGISTERIO,CI,3794216,03/07/1966,ISABEL,AREVALO,BARRENECHEA,BOLIVIA,M,355381,71540298,SI,,,,,,,,,,,1,2000,475,2000,1,BENI ,05/01/2018,12/01/2018
601,MAGISTERIO,CI,6441684,27/09/1958,SALIM,AREVALO,LANDA,BOLIVIA,M,355382,71540299,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
602,MAGISTERIO,CI,5319620,23/02/2002,ISABEL,ARGOTE,COSSIO,BOLIVIA,F,355383,71540300,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
603,MAGISTERIO,CI,6490704,06/04/1976,DANIEL,ARGOTE,ZAMBRANA,BOLIVIA,F,355384,71540301,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
604,MAGISTERIO,CI,9452575,30/10/1965,ROXANA,ARIAS,FERNANDEZ,BOLIVIA,M,355385,71540302,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
605,MAGISTERIO,CI,6105632,06/06/1978,MARIO,ARIAS,MONTES,BOLIVIA,M,355386,71540303,SI,,,,,,,,,,,3,2000,480,6000,1,CBBA,05/01/2018,12/01/2018
606,MAGISTERIO,CI,7998120,10/04/1990,RUTH,ARISPE,ARGOTE,BOLIVIA,M,355387,71540304,SI,,,,,,,,,,,1,2000,481,2000,1,SANTA CRUZ,05/01/2018,12/01/2018
607,MAGISTERIO,CI,6403376,06/10/1958,GUSTAVO,ARISPE,HERRERA,BOLIVIA,F,355388,71540305,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
608,MAGISTERIO,CI,5234433,26/04/1999,GIOVANNA,ARISPE,VERDUGUEZ,BOLIVIA,F,355389,71540306,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
609,MAGISTERIO,CI,5150208,21/08/2004,RONALD,ARNEZ,DURAN,BOLIVIA,M,355390,71540307,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
610,MAGISTERIO,CI,6479278,18/05/1996,ERIKA,ARNEZ,REVOLLO,BOLIVIA,M,355391,71540308,SI,,,,,,,,,,,1,2000,485,2000,1,LA PAZ,05/01/2018,12/01/2018
611,MAGISTERIO,CI,7916803,23/07/1956,WILDER,ARO,PEREZ,BOLIVIA,F,355392,71540309,SI,,,,,,,,,,,3,2000,486,6000,1,LA PAZ,05/01/2018,12/01/2018
612,MAGISTERIO,CI,5911679,19/09/1961,WILDER,ARRIERAN,AVILA,BOLIVIA,F,355393,71540310,SI,,,,,,,,,,,1,2000,487,2000,1,CBBA,05/01/2018,12/01/2018
613,MAGISTERIO,CI,4307541,26/07/1988,MAYRA,ARTEAGA,TORRES,BOLIVIA,M,355394,71540311,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
614,MAGISTERIO,CI,3071205,05/09/2001,RUBEN,ARTEAGA,VARGAS,BOLIVIA,F,355395,71540312,SI,,,,,,,,,,,1,2000,489,2000,1,BENI ,05/01/2018,12/01/2018
615,MAGISTERIO,CI,7921982,18/05/2004,ANDREA,AVILA,CAMACHO,BOLIVIA,F,355396,71540313,SI,,,,,,,,,,,3,2000,490,6000,1,PANDO ,05/01/2018,12/01/2018
616,MAGISTERIO,CI,5906458,06/08/1986,DAVID,AYALA,AQUINO,BOLIVIA,M,355397,71540314,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
617,MAGISTERIO,CI,28766771,10/02/1982,ABEL,AYLAS,AQUINO,BOLIVIA,M,355398,71540315,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
618,MAGISTERIO,CI,3617006,15/05/2002,NORAH,AZURDUY,RODRIGUEZ,BOLIVIA,F,355399,71540316,SI,,,,,,,,,,,1,2000,493,2000,1,LA PAZ,05/01/2018,12/01/2018
619,MAGISTERIO,CI,5202059,26/08/2005,RUDY,BADANI,MOLINA,BOLIVIA,M,355400,71540317,SI,,,,,,,,,,,3,2000,494,6000,1,CBBA,05/01/2018,12/01/2018
620,MAGISTERIO,CI,7967270,01/01/1963,ARIEL,BAEZ,GODOY,BOLIVIA,F,355401,71540318,SI,,,,,,,,,,,1,2000,495,2000,1,SANTA CRUZ,05/01/2018,12/01/2018
621,MAGISTERIO,CI,6441682,18/09/1978,NOEL,BALDERRAMA,ALBA,BOLIVIA,F,355402,71540319,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
622,MAGISTERIO,CI,3592709,06/09/1992,RAFAEL,BALDERRAMA,ANGULO,BOLIVIA,M,355403,71540320,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
623,MAGISTERIO,CI,6485549,16/05/1995,JUDIDT,BALDERRAMA,BECERRA,BOLIVIA,F,355404,71540321,SI,,,,,,,,,,,3,2000,498,6000,1,SUCRE,05/01/2018,12/01/2018
624,MAGISTERIO,CI,8789372,11/08/2001,NELCY,BALDERRAMA,TORRICO,BOLIVIA,M,355405,71540322,SI,,,,,,,,,,,1,2000,499,2000,1,LA PAZ,05/01/2018,12/01/2018
625,MAGISTERIO,CI,3579162,17/04/1959,RAMIRO,BALLADARES,ANTEZANA,BOLIVIA,F,355406,71540323,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
626,MAGISTERIO,CI,6400960,29/07/1953,PAMELA VANESA,BALLESTEROS,,BOLIVIA,F,355407,71540324,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
627,MAGISTERIO,CI,3601352,12/07/1959,JAIME,BARCO,SOTO,BOLIVIA,M,355408,71540325,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
628,MAGISTERIO,CI,3776996,20/01/1955,CLAUDIA,BARRIENTOS,BALDERRAMA,BOLIVIA,F,355409,71540326,SI,,,,,,,,,,,1,2000,1,2000,1,CBBA,05/01/2018,12/01/2018
629,MAGISTERIO,CI,4452357,20/01/1969,ALEJANDRA,BASCOPE,ROBLES,BOLIVIA,F,355410,71540327,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
630,MAGISTERIO,CI,5973410,04/01/2011,SHEYLA,BEDOYA,VASQUEZ,BOLIVIA,F,355411,71540328,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
631,MAGISTERIO,CI,5264984,11/04/1984,JOSE,BELTRAN,MENDEZ,BOLIVIA,F,355412,71540329,SI,,,,,,,,,,,3,2000,464,6000,1,LA PAZ,05/01/2018,12/01/2018
632,MAGISTERIO,CI,3723660,17/09/1993,FERNANDO,BELTRAN,VIVADO,BOLIVIA,M,355413,71540330,SI,,,,,,,,,,,1,2000,465,2000,1,LA PAZ,05/01/2018,12/01/2018
633,MAGISTERIO,CI,9415273,09/01/2006,MAYLIN,BENAVIDEZ,RAMALLO,BOLIVIA,M,355414,71540331,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
634,MAGISTERIO,CI,5190453,08/05/2006,MARLENY,BERNAL,LOZA,BOLIVIA,F,355415,71540332,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
635,MAGISTERIO,CI,3146335,19/12/1985,DANNY,BILBAO,UGARTE,BOLIVIA,F,355416,71540333,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
636,MAGISTERIO,CI,3005636,16/02/1984,SHIRLEY,BLANCOURT,HEREDIA,BOLIVIA,F,355417,71540334,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
637,MAGISTERIO,CI,6515535,11/01/1977,LAURA,BORDA,PALACIOS,BOLIVIA,M,355418,71540335,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
638,MAGISTERIO,CI,6447729,29/06/1965,SAUL,BORGES,HERMOSA,BOLIVIA,M,355419,71540336,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
639,MAGISTERIO,CI,5758413,11/02/1976,ROBERTO,BRAVO,MALDONADO,BOLIVIA,M,355420,71540337,SI,,,,,,,,,,,3,2000,472,6000,1,LA PAZ,05/01/2018,12/01/2018
640,MAGISTERIO,CI,6765233,28/07/1959,WALTER,BUITRAGO,RIOS,BOLIVIA,F,355421,71540338,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
641,MAGISTERIO,CI,8674816,21/08/1958,VANESSA,BUSTAMANTE,AGUILAR,BOLIVIA,M,355422,71540339,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
642,MAGISTERIO,CI,4466417,16/09/2009,TATIANA,BUSTAMANTE,RIVERA,BOLIVIA,M,355423,71540340,SI,,,,,,,,,,,1,2000,475,2000,1,BENI ,05/01/2018,12/01/2018
643,MAGISTERIO,CI,6548087,14/07/2003,NATALY,BUSTAMANTE,VEIZAGA,BOLIVIA,F,355424,71540341,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
644,MAGISTERIO,CI,5224870,14/03/2004,ADOLFO,BUSTILLOS,GARCIA,BOLIVIA,F,355425,71540342,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
645,MAGISTERIO,CI,3154657,04/09/2003,OSCAR,BUTRON,ALVARADO,BOLIVIA,M,355426,71540343,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
646,MAGISTERIO,CI,5248387,06/01/1979,SERGIO,CABALLERO,ESPINOZA,BOLIVIA,M,355427,71540344,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
647,MAGISTERIO,CI,3789464,27/02/2003,CLAUDIA,CABRERA,AGUIRRE,BOLIVIA,M,355428,71540345,SI,,,,,,,,,,,3,2000,480,6000,1,CBBA,05/01/2018,12/01/2018
648,MAGISTERIO,CI,7915685,17/07/1961,DAVID,CABRERA,CARDOZO,BOLIVIA,F,355429,71540346,SI,,,,,,,,,,,1,2000,481,2000,1,SANTA CRUZ,05/01/2018,12/01/2018
649,MAGISTERIO,CI,6688277,09/10/1960,ALBERTO,CABRERA,ESQUIBEL,BOLIVIA,F,355430,71540347,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
650,MAGISTERIO,CI,3769091,07/08/2007,LUCIA,CABRERA,,BOLIVIA,M,355431,71540348,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
651,MAGISTERIO,CI,5900701,31/12/2005,LIZ,CACERES,AYALA,BOLIVIA,M,355432,71540349,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
652,MAGISTERIO,CI,7888579,13/10/1956,DANIELA,CACERES,CAMACHO,BOLIVIA,F,355433,71540350,SI,,,,,,,,,,,1,2000,485,2000,1,LA PAZ,05/01/2018,12/01/2018
653,MAGISTERIO,CI,4451171,15/11/1975,MARCO,CACERES,CASTEDO,BOLIVIA,F,355434,71540351,SI,,,,,,,,,,,3,2000,486,6000,1,LA PAZ,05/01/2018,12/01/2018
654,MAGISTERIO,CI,6440453,12/08/1978,JAIME,CADIMA,CHOQUE,BOLIVIA,M,355435,71540352,SI,,,,,,,,,,,1,2000,487,2000,1,CBBA,05/01/2018,12/01/2018
655,MAGISTERIO,CI,5861703,10/10/1955,RUTH,CADIMA,SENZANO,BOLIVIA,F,355436,71540353,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
656,MAGISTERIO,CI,8846014,10/02/1990,BEATRIZ,CALCINA,VARGAS,BOLIVIA,F,355437,71540354,SI,,,,,,,,,,,1,2000,489,2000,1,BENI ,05/01/2018,12/01/2018
657,MAGISTERIO,CI,4381935,30/08/2007,NIDZA,CALDERON,ALCARAZ,BOLIVIA,M,355438,71540355,SI,,,,,,,,,,,3,2000,490,6000,1,PANDO ,05/01/2018,12/01/2018
658,MAGISTERIO,CI,5196370,02/12/1989,MARCELO,CALLAU,TERAN,BOLIVIA,M,355439,71540356,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
659,MAGISTERIO,CI,6539513,08/11/1977,YESIKA,CALLE,FLORES,BOLIVIA,F,355440,71540357,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
660,MAGISTERIO,CI,6466572,24/04/1970,JOSE,CAMACHO,,BOLIVIA,M,355441,71540358,SI,,,,,,,,,,,1,2000,493,2000,1,LA PAZ,05/01/2018,12/01/2018
661,MAGISTERIO,CI,5253318,14/09/1990,SIGMARINGA,CAMACHO,ALIENDRE,BOLIVIA,F,355442,71540359,SI,,,,,,,,,,,3,2000,494,6000,1,CBBA,05/01/2018,12/01/2018
662,MAGISTERIO,CI,6501231,17/06/1960,RIMER,CAMACHO,ARNEZ,BOLIVIA,F,355443,71540360,SI,,,,,,,,,,,1,2000,495,2000,1,SANTA CRUZ,05/01/2018,12/01/2018
663,MAGISTERIO,CI,5901019,23/02/1977,ANDRES,CAMACHO,BELTRAN,BOLIVIA,M,355444,71540361,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
664,MAGISTERIO,CI,3801948,10/01/1958,INGRID,CAMACHO,MAMANI,BOLIVIA,F,355445,71540362,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
665,MAGISTERIO,CI,7941132,16/07/1973,JOSE,CAMACHO,PARDO,BOLIVIA,M,355446,71540363,SI,,,,,,,,,,,3,2000,498,6000,1,SUCRE,05/01/2018,12/01/2018
666,MAGISTERIO,CI,8665447,17/12/1989,JANETH,CAMACHO,REQUE,BOLIVIA,F,355447,71540364,SI,,,,,,,,,,,1,2000,499,2000,1,LA PAZ,05/01/2018,12/01/2018
667,MAGISTERIO,CI,8671478,13/04/1968,NOBEL,CAMACHO,ROCHA,BOLIVIA,F,355448,71540365,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
668,MAGISTERIO,CI,4415354,19/09/1953,GISSELLE,CAMACHO,VEIZAGA,BOLIVIA,M,355449,71540366,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
669,MAGISTERIO,CI,3608791,09/10/2008,MONICA,CAMACHO,VILLARROEL,BOLIVIA,F,355450,71540367,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
670,MAGISTERIO,CI,3575254,23/12/1956,MARCO,CAMACHO,VILLAZON,BOLIVIA,F,355451,71540368,SI,,,,,,,,,,,1,2000,1,2000,1,CBBA,05/01/2018,12/01/2018
671,MAGISTERIO,CI,3772772,29/11/1980,VANESSA MILENKA,CAMACHO,,BOLIVIA,F,355452,71540369,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
672,MAGISTERIO,CI,3761628,28/11/1966,SANDRA,CAMARGO,PEREZ,BOLIVIA,F,355453,71540370,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
673,MAGISTERIO,CI,5936496,18/12/2010,JOHNNY,CAMPERO,PEREZ,BOLIVIA,M,355454,71540371,SI,,,,,,,,,,,3,2000,464,6000,1,LA PAZ,05/01/2018,12/01/2018
674,MAGISTERIO,CI,5261462,31/10/1973,DENIS,CAMPOS,FRANCO,BOLIVIA,M,355455,71540372,SI,,,,,,,,,,,1,2000,465,2000,1,LA PAZ,05/01/2018,12/01/2018
675,MAGISTERIO,CI,6403629,25/05/2007,JOHANA,CANAVIRI,LINO,BOLIVIA,F,355456,71540373,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
676,MAGISTERIO,CI,6483240,13/12/2008,KAREN,CANELAS,ROJAS DE SOLIS,BOLIVIA,F,355457,71540374,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
677,MAGISTERIO,CI,8822846,13/04/2001,DEYSI,CANO,ORELLANA,BOLIVIA,F,355458,71540375,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
678,MAGISTERIO,CI,5194078,15/10/1993,JUAN,CARDOZO,GUZMAN,BOLIVIA,M,355459,71540376,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
679,MAGISTERIO,CI,4418385,06/06/1978,ROBERTO,CARRANZA,CABEZAS,BOLIVIA,M,355460,71540377,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
680,MAGISTERIO,CI,4382229,28/09/2004,ALEYDA,CARRASCO,CALVO,BOLIVIA,M,355461,71540378,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
681,MAGISTERIO,CI,6485796,16/07/1953,CAROLINA,CARRILLO,TORRICO,BOLIVIA,F,355462,71540379,SI,,,,,,,,,,,3,2000,472,6000,1,LA PAZ,05/01/2018,12/01/2018
682,MAGISTERIO,CI,4308709,20/11/1957,CRISTHIAN,CARTAGENA,GONZALES,BOLIVIA,M,355463,71540380,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
683,MAGISTERIO,CI,6443861,17/09/2005,TITO,CARTAGENA,LOPEZ,BOLIVIA,M,355464,71540381,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
684,MAGISTERIO,CI,3729090,06/08/1974,SAUL,CASTELLON,CHOQUE,BOLIVIA,F,355465,71540382,SI,,,,,,,,,,,1,2000,475,2000,1,BENI ,05/01/2018,12/01/2018
685,MAGISTERIO,CI,5316359,06/02/1964,ELIZABETH,CASTELLON,FUENTES,BOLIVIA,F,355466,71540383,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
686,MAGISTERIO,CI,4454741,12/09/1953,CARLOS,CASTRO,MALDONADO,BOLIVIA,M,355467,71540384,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
687,MAGISTERIO,CI,8003682,13/11/2012,RICHAR,CASTRO,MENESES,BOLIVIA,M,355468,71540385,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
688,MAGISTERIO,CI,6555204,16/10/2012,JUDITH,CASTRO,VILLARROEL,BOLIVIA,M,355469,71540386,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
689,MAGISTERIO,CI,4467242,15/06/2009,HEIDI,CERPA,SANDOVAL,BOLIVIA,F,355470,71540387,SI,,,,,,,,,,,3,2000,480,6000,1,CBBA,05/01/2018,12/01/2018
690,MAGISTERIO,CI,3740418,19/08/1963,CARLOS,CESPEDES,ALVESTEGUI,BOLIVIA,F,355471,71540388,SI,,,,,,,,,,,1,2000,481,2000,1,SANTA CRUZ,05/01/2018,12/01/2018
691,MAGISTERIO,CI,5230959,27/10/1957,RONALD,CESPEDES,SALGUERO,BOLIVIA,M,355472,71540389,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
692,MAGISTERIO,CI,5233854,19/12/2005,NAIRA,CHACON,UNZUETA,BOLIVIA,M,355473,71540390,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
693,MAGISTERIO,CI,6454507,24/02/1983,WILZON,CHAPARRO,TICACALA,BOLIVIA,F,355474,71540391,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
694,MAGISTERIO,CI,7940778,02/05/2000,NELI,CHAVARRIA,AYAVIRI,BOLIVIA,F,355475,71540392,SI,,,,,,,,,,,1,2000,485,2000,1,LA PAZ,05/01/2018,12/01/2018
695,MAGISTERIO,CI,3773006,11/03/1985,SIRIAM ROSAISELA,CHAVARRIA,,BOLIVIA,M,355476,71540393,SI,,,,,,,,,,,3,2000,486,6000,1,LA PAZ,05/01/2018,12/01/2018
696,MAGISTERIO,CI,4921384,12/04/1985,ABEL,CHAVEZ,,BOLIVIA,F,355477,71540394,SI,,,,,,,,,,,1,2000,487,2000,1,CBBA,05/01/2018,12/01/2018
697,MAGISTERIO,CI,7889479,09/04/2004,RITA,CHAVEZ,GONGORA,BOLIVIA,F,355478,71540395,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
698,MAGISTERIO,CI,9324729,17/12/1999,ANDREA,CHAVEZ,LAZARTE,BOLIVIA,M,355479,71540396,SI,,,,,,,,,,,1,2000,489,2000,1,BENI ,05/01/2018,12/01/2018
